game_id,game_seconds,game_period,x_coord,y_coord,shot_distance,shot_angle,shot_type,empty_net,last_event_type,last_event_x,last_event_y,time_since_last_event,distance_from_last_event,friendly_skaters,opposing_skaters,attacking_team_id,attacking_team_name,home_team,is_goal,rebound,shot_angle_change,speed
2017021065,2900,3,-80.0,-7.0,11.40175425099138,-37.8749836510982,wrist,0,faceoff,69.0,22.0,76,151.79591562357663,5,5,15,Capitals,Capitals,0,False,0.0,1.9973146792575873
2017021065,2907,3,-64.0,16.0,29.68164415931166,32.61924307119283,wrist,0,stoppage,,,-1,,5,5,15,Capitals,Capitals,0,False,0.0,0.0
2017021065,2921,3,55.0,-6.0,34.52535300326414,10.007979801441339,wrist,0,faceoff,-69.0,22.0,13,127.12198865656563,5,5,52,Jets,Capitals,0,False,0.0,9.77861451204351
2017021065,3001,3,83.0,23.0,23.769728648009426,-75.37912601136834,wrist,0,hit,93.0,38.0,27,18.027756377319946,5,5,52,Jets,Capitals,0,False,0.0,0.6676946806414795
2017021065,3031,3,16.0,5.0,73.17103251970687,-3.9182488640673765,wrist,0,faceoff,69.0,22.0,29,55.65968020030299,5,5,15,Capitals,Capitals,0,False,0.0,1.9192993172518271
2017021065,3053,3,-65.0,-22.0,32.55764119219941,-42.510447078000844,,1,faceoff,-69.0,22.0,13,44.181444068749045,5,5,15,Capitals,Capitals,0,False,0.0,3.3985726206730034
2017021065,3092,3,64.0,-3.0,25.179356624028344,6.84277341263094,,1,takeaway,-32.0,-12.0,11,96.42095207992918,5,5,52,Jets,Capitals,0,False,0.0,8.76554109817538
2017021065,3119,3,68.0,3.0,21.213203435596427,-8.130102354155978,,1,takeaway,31.0,37.0,1,50.24937810560445,5,5,52,Jets,Capitals,0,False,0.0,50.24937810560445
2017021065,3131,3,71.0,-34.0,38.47076812334269,62.10272896905237,wrist,0,blocked-shot,68.0,3.0,12,37.12142238654117,5,5,52,Jets,Capitals,0,False,0.0,3.0934518655450973
2017021065,3136,3,67.0,24.0,32.55764119219941,-47.489552921999156,,1,shot-on-goal,71.0,-34.0,5,58.137767414994535,5,5,52,Jets,Capitals,0,True,-109.59228189105153,11.627553482998907
2017021065,3155,3,-72.0,3.0,17.26267650163207,10.007979801441339,,1,hit,-5.0,38.0,9,75.59100475585703,5,5,15,Capitals,Capitals,0,False,0.0,8.399000528428559
2017021065,3172,3,-71.0,-6.0,18.973665961010276,-18.43494882292201,,1,giveaway,-90.0,36.0,18,46.09772228646444,5,5,15,Capitals,Capitals,0,False,0.0,2.5609845714702466
2017021065,3230,3,71.0,26.0,31.622776601683793,-55.30484646876604,snap,0,blocked-shot,-71.0,-6.0,58,145.5609837834301,5,5,52,Jets,Capitals,0,False,0.0,2.5096721341970705
2017021065,3257,3,-76.0,2.0,13.152946437965905,8.74616226255521,,1,faceoff,69.0,22.0,26,146.37281168304446,5,5,15,Capitals,Capitals,0,False,0.0,5.629723526270941
2017021065,3314,3,46.0,30.0,52.43090691567332,-34.902495615924714,wrist,0,takeaway,73.0,26.0,3,27.294688127912362,5,5,52,Jets,Capitals,0,False,0.0,9.098229375970787
